Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
YogaSpark,Julia Yarwood,4.8,5706.0,10:45 am,60,YogaSpark - Tribeca,Tribeca,"Flexibility, Balance, Arms, Yoga",9
Total Body (60 Minutes),Lindsey Clayton,4.9,38044.0,10:45 am,60,Barry's Bootcamp,NoHo,"Cardio, Strength Training, Running",20
Total Body (60 Minutes),Ashley Perez,4.9,30740.0,10:45 am,60,Barry's Bootcamp,NoMad,"Cardio, Strength Training, Running",20
Signature I,Sarah H. Hicks,4.9,47410.0,10:45 am,60,Physique 57,Midtown,"Flexibility, Balance, Core, Abs, Barre",17
FlyBarre: Arms & Abs,none,4.8,18762.0,10:45 am,50,Flywheel Sports: Precision Training,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",20
Exhale Flow + Chill Yoga,Laura Grabill,4.8,30874.0,10:45 am,60,exhale,Upper East Side,"Flexibility, Balance, Arms, Yoga",11
Exhale Barre,Kat Steers,4.8,30874.0,10:45 am,60,exhale,Upper East Side,,11
Signature I,Erin Bellis,4.8,50230.0,10:45 am,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Strength Training, Barre",12
Figure 4 Forty-Five (Open),Lindsey Miller,4.8,14552.0,10:45 am,45,Pure Yoga,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",9
Hatha,Iryna Dan,4.6,4055.0,10:45 am,90,Life In Motion Yoga,Upper West Side,"Flexibility, Balance, Arms, Yoga",5
Body Sculpt Yoga,YogiSofi .,4.9,191.0,10:45 am,75,Yoga In Bay Ridge,Bay Ridge,"Flexibility, Balance, Arms, Yoga",5
Yoga Open Level,Marvin Rosario,4.8,4125.0,10:45 am,75,Harlem Yoga Studio,Harlem,"Flexibility, Balance, Arms, Yoga",4
Group Pilates Reformer,Lori Pruno,5.0,9.0,10:45 am,55,PhysioElements Physical Therapy and Wellness,,"Flexibility, Balance, Core, Abs, Pilates",5
Group - X - Fit Lite,none,3.9,61.0,10:45 am,60,No Body Denied,Springfield Township,"Cardio, Strength Training",3
SABSA Life,Liz Fernandez,4.8,627.0,10:45 am,60,Dimensional Training Studios,Garden City,Strength Training,5
Flywheel: Tempo 45,Eve Bondareva,4.8,5660.0,10:45 am,45,Flywheel Sports: Stadium Cycling,Scarsdale,"Cardio, Cycling",8
FlyBarre: Arms & Abs,Carly Dorman,4.8,2006.0,10:45 am,50,Flywheel Sports: Precision Training,Scarsdale,"Flexibility, Balance, Core, Abs, Barre",8
Bar Express,Jodie & Nikki,4.8,1886.0,10:45 am,45,The Bar Method,Scarsdale,"Flexibility, Balance, Core, Abs, Barre",7
YogaSpark,Matt Goldmark,4.8,1250.0,10:45 am,60,YogaSpark - Westchester,Mamaroneck,"Flexibility, Balance, Arms, Yoga",7
Kryo Facial or Kryo Local,none,4.9,61.0,11:00 am,30,Kollectiv,East Village,,21
Kryo Body,none,4.9,61.0,11:00 am,30,Kollectiv,East Village,,21
Boxing - All Levels,Le McConnell,4.7,2904.0,11:00 am,60,Church St Boxing,Tribeca,"Cardio, Arms, Boxing",10
BIKE THE BROOKLYN BRIGDE !,none,4.9,51.0,11:00 am,120,Unlimited Biking,Civic Center,"Cardio, Cycling, Outdoors",5
barre3,Jessica Lundgren,4.8,34598.0,11:00 am,60,barre3,West Village,"Flexibility, Balance, Core, Abs, Barre",16
Reformer All Levels,Pamela C,4.8,15236.0,11:00 am,60,Avea Pilates,East Village,"Flexibility, Balance, Core, Abs, Pilates",9
Pure Barre Classic,Emily Claman,4.8,21092.0,11:00 am,50,Pure Barre,Greenwich Village,"Flexibility, Balance, Core, Abs, Barre",10
Restorative Yoga for Self-Care,Karen Bummele,4.7,1196.0,11:00 am,45,The Studio at Primary,Financial District,Yoga,5
Bike Access,none,3.7,6.0,11:00 am,60,The Cyclist Lab,,"Cardio, Cycling",8
Pilates Machine Class.,Sierra Wingate-Bey,4.7,21563.0,11:00 am,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",13
PEMF,none,none,#VALUE!,11:00 am,30,OsteoStrong NYC,Flatiron,,18
DASH 28,Melissa Wolfe,4.9,73417.0,11:00 am,45,Mile High Run Club,NoMad,"Cardio, Strength Training, Running",10
Muse,none,4.7,1338.0,11:00 am,30,HACKD Fitness,Chelsea,"Relaxation, Meditation",7
NanoVi,none,4.7,1338.0,11:00 am,30,HACKD Fitness,Chelsea,,4
Juvent Vibe Plate,none,4.7,1338.0,11:00 am,30,HACKD Fitness,Chelsea,Sports recovery,4
Pilates Reformer: Free Flow,Joanne Ambia,4.8,7008.0,11:00 am,60,Just Like OM,NoMad,"Flexibility, Balance, Core, Abs, Pilates",7
45-Minute Sensory 7 Session,none,4.5,1061.0,11:00 am,45,Modrn Sanctuary,NoMad,,29
Prenatal + Postnatal Yoga,Melie Purdon,4.9,3936.0,11:00 am,60,The Hudson Yoga Project,Hoboken,"Prenatal, Flexibility, Balance, Arms, Postnatal, Yoga",5
BarWorks w/ Music,Tangela Wilson,4.5,8249.0,11:00 am,60,YogaWorks,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Barre",7
Bar Method,Natalie Hedley,4.8,18915.0,11:00 am,60,The Bar Method,Cobble Hill,"Flexibility, Balance, Core, Abs, Barre",10
Tone n' Ohm,Lisa Hanuka,none,#VALUE!,11:00 am,55,Work It Out,Hoboken,"Flexibility, Balance, Arms, Yoga",6
INFRARED Sauna (one person),none,4.2,130.0,11:00 am,60,Slim Up NY,Midtown,,12
Japanese All Level Mat (Taught in Japanese),Akiko Makino,4.6,12139.0,11:00 am,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",11
SHAKTIBARRE,Jasmine McCarthy,4.9,18091.0,11:00 am,55,SHAKTIBARRE,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",8
NEW TEACHER VINYASA (FREE!),Erica Weltman,4.9,18091.0,11:00 am,60,SHAKTIBARRE,Williamsburg,"Flexibility, Balance, Arms, Yoga, Free",0
Open Level GYROTONIC,Fernando Francisco,4.7,3756.0,11:00 am,60,Area Yoga,Carroll Gardens,"Flexibility, Balance, Core, Abs, Pilates",7
LEVEL 10,Maryam Zadeh,4.9,3194.0,11:00 am,30,HIIT BOX,Park Slope,Strength Training,5
Hot Yoga Flow,Arden Goll,4.8,6948.0,11:00 am,60,The Yoga Room,Long Island City,"Flexibility, Balance, Arms, Yoga",5
Recovery Boots,none,4.8,179.0,11:00 am,30,Physical Equilibrium,Midtown,Strength Training,10
Groundcontrol (60 mins),Lindsay Ashmun,4.8,10553.0,11:00 am,60,Bend & Bloom Yoga,Park Slope,,5
EMS (Electrical Muscle Stimulation) Workout,none,4.8,129.0,11:00 am,20,SYSTIM FIT,Midtown,Strength Training,41
Bike Rental,none,4.6,797.0,11:00 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
Basic Vinyasa,Naomi Relnik,4.7,7531.0,11:00 am,75,Park Slope Yoga Center,Park Slope,"Flexibility, Balance, Arms, Yoga",4
Pure Empower,Rita McCann,4.8,20586.0,11:00 am,45,Pure Barre,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",16
Metabolism,H. Ural,4.9,1487.0,11:00 am,30,Shock Therapy,Upper East Side,"Cardio, Pilates, Strength Training",18
Intermediate Mat,Sonja Herbert,4.7,1170.0,11:00 am,60,Uptown Pilates,Upper West Side,,7
Yin Yoga [m],Alystyre Julian,4.6,6549.0,11:00 am,60,YogaWorks,Upper East Side,,7
Hip Hop Dance Fitness,Imani M.,4.9,7.0,11:00 am,60,39th Avenue Arts N Events,Long Island City,,5
Gyrokinesis-by Kinespirit,Christa Thiesing,4.8,14554.0,11:00 am,60,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance, Barre",6
Pilates Chair/Reformer,Desira Barnes,4.7,9123.0,11:00 am,55,Moving Strength,Upper West Side,"Flexibility, Balance, Core, Abs, Pilates",12
Vinyasa Basics,Alexandra Samet,4.8,13262.0,11:00 am,75,New York Yoga,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
Baby Wearing Figure 4 Barre (Open),Kelly Sneddon,4.8,16057.0,11:00 am,60,Pure Yoga,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",9
Vinyasa Yoga,Eddie Teboul,4.8,6283.0,11:00 am,90,The Yoga Room,Astoria,"Flexibility, Balance, Arms, Yoga",5
Pure Barre Classic,Caitlin Solazzo,4.8,15240.0,11:00 am,50,Pure Barre,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",15
Cardio Boxing 25,Amy Warshaw,4.8,3848.0,11:00 am,25,Bod Mod Fitness,Upper East Side,"Cardio, Arms, Boxing",5
BIKE CENTRAL PARK !,none,4.9,212.0,11:00 am,120,Unlimited Biking,Harlem,"Cardio, Cycling, Outdoors",5
PELOTON RESERVATION,PELOTON .,4.6,347.0,11:00 am,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
Open Level Bouldering,none,4.9,1528.0,11:00 am,60,Steep Rock Bouldering,Harlem,Strength Training,6
SHAKTIHIIT,Portia Boston,4.9,1322.0,11:00 am,55,SHAKTIBARRE,Harlem,"Cardio, Strength Training",8
Open Level Vinyasa Flow,Ric,4.8,3500.0,11:00 am,75,Brahman Yoga,Harlem,"Flexibility, Balance, Arms, Yoga",3
Pilates for Balance and Strength,Spencer Baker,4.7,3949.0,11:00 am,60,Spencer Pilates Arts,Forest Hills,"Flexibility, Balance, Core, Abs, Pilates",3
Brutal Fit,none,4.9,7.0,11:00 am,60,Brutalboxx,South Bronx,Strength Training,4
Yoga Strength,Grace,4.5,407.0,11:00 am,60,24 Hour Fitness,Englewood,,4
Vinyasa for Parents w/ Child Care,Mary Blackstock,4.8,1056.0,11:00 am,60,Powerflow Yoga,Bloomfield,Yoga,4
Body by Al,none,3.6,11.0,11:00 am,60,Selfitness,,Strength Training,3
Hot Powerflow Fusion,Carrie Parker Gasteleu,4.9,1550.0,11:00 am,50,Powerflow Yoga,Clifton,"Flexibility, Balance, Arms, Yoga",5
Zumba Toning,Lauretta Fortuna,4.7,61.0,11:00 am,60,I Train With Juan,Tuckahoe,"Cardio, Flexibility, Balance, Cycling, Dance",5
Bar Method,Christine Meringolo,4.8,1787.0,11:00 am,60,The Bar Method,Roslyn,"Flexibility, Balance, Core, Abs, Barre",4
Yin,Mark B,4.8,191.0,11:00 am,60,North Shore Yoga,Roslyn,"Flexibility, Balance, Arms, Yoga",2
Iyengar Yoga,Sharon Cotugno,4.5,41.0,11:00 am,90,Juluka Yoga Studio,Cresskill,"Flexibility, Balance, Arms, Yoga",3
Restorative Yoga,Kika Wypijewska,4.7,307.0,11:00 am,60,Three Birds Yoga Studio,Florham Park,"Flexibility, Balance, Arms, Yoga",4
Gentle/Kripalu Style Yoga* (Level 1),Stephanie Petrillo-Gould,4.9,399.0,11:00 am,75,Tovami Yoga,Mamaroneck,"Flexibility, Balance, Arms, Yoga",3
Reformer Plus - OPEN LEVEL,Hanh Tran,4.8,1985.0,11:05 am,55,Project Pilates,Jersey City,"Flexibility, Balance, Core, Abs, Pilates",7
*FREE Introductory Reformer Class- Sign Up NOW,Anne Pae,4.8,5486.0,11:10 am,55,Pilates Reforming NY,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates, Rowing, Free",0
Restorative 1,Heather Seagraves,4.6,10972.0,11:15 am,60,YogaWorks,SoHo,"Flexibility, Balance, Arms, Yoga",7
Restorative,Gina Menza,4.7,7186.0,11:15 am,60,ISHTA Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",7
Prenatal 1hr 10min,Karen Prior,4.8,4848.0,11:15 am,70,Area Yoga,Brooklyn Heights,"Prenatal, Flexibility, Balance, Arms, Yoga",5
BIKE THE GREENWAY !,none,4.6,99.0,11:15 am,120,Unlimited Biking,Hell's Kitchen,"Cardio, Cycling, Outdoors",5
Exhale Barre,Erin Gamble,4.8,35961.0,11:15 am,60,exhale,Midtown,,11
Cycling,Dolly Eden,4.5,2273.0,11:15 am,45,BodyStrength Fitness,Upper West Side,"Cardio, Cycling",5
IM=X Pilates f -ABS- ulous Xercizer (All Level),BettyAnn Niece,4.9,263.0,11:15 am,55,IM=X Pilates,Englewood,"Flexibility, Balance, Core, Abs, Pilates",7
"Pilates Mat, Springboard, & Toys - Mixed Level",Kesa Huey,4.9,5584.0,11:20 am,55,ANNEX Ellie Herman Pilates,Park Slope,"Flexibility, Balance, Core, Abs, Pilates",15
TRX w/ Music,Christiane Jones,4.6,10972.0,11:30 am,45,YogaWorks,SoHo,Strength Training,7
Kryo Facial or Kryo Local,none,4.9,61.0,11:30 am,30,Kollectiv,East Village,,21
Kryo Body,none,4.9,61.0,11:30 am,30,Kollectiv,East Village,,21
PEMF,none,none,#VALUE!,11:30 am,30,OsteoStrong NYC,Flatiron,,18
STRENGTH,Kirsten Trued,4.8,31848.0,11:30 am,45,Uplift Studios,Flatiron,Strength Training,9
Juvent Vibe Plate,none,4.7,1338.0,11:30 am,30,HACKD Fitness,Chelsea,Sports recovery,4
NanoVi,none,4.7,1338.0,11:30 am,30,HACKD Fitness,Chelsea,,4
Muse,none,4.7,1338.0,11:30 am,30,HACKD Fitness,Chelsea,"Relaxation, Meditation",7
Reformer Express (45 minutes),Bianca Falco,4.8,13383.0,11:30 am,45,Brooklyn Heights Pilates,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Pilates",9
BODYCOMBAT,Jessica,4.5,6317.0,11:30 am,60,24 Hour Fitness,Midtown East,,6
Recovery Boots,none,4.8,179.0,11:30 am,30,Physical Equilibrium,Midtown,Strength Training,10
EMS (Electrical Muscle Stimulation) Workout,none,4.8,129.0,11:30 am,20,SYSTIM FIT,Midtown,Strength Training,41
Bike Rental,none,4.6,797.0,11:30 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
Signature II,Jenn Warwick,4.9,47410.0,11:30 am,60,Physique 57,Midtown,"Flexibility, Balance, Core, Abs, Barre",12
Chair Yoga,Dolores Natividad,4.7,77.0,11:30 am,60,Spoke the Hub Dancing,Park Slope,"Relaxation, Flexibility, Balance, Arms, Yoga",7
Bike Rental,none,4.7,220.0,11:30 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
Barbell Club (Members),Julia Falamas,4.8,5069.0,11:30 am,240,CrossFit SPOT,Upper West Side,"Arms, Strength Training",9
Adult Pilates,Julia Lopez,4.9,54.0,11:30 am,60,BDC FIT at Broadway Dance Center,Midtown,"Core, Abs, Pilates",6
Pilates mat,Lydia Shamoun,4.8,3806.0,11:30 am,60,Loom Yoga Center,Bushwick,"Flexibility, Balance, Core, Abs, Pilates",9
Beg Tap,Lynn Schwab,4.8,14554.0,11:30 am,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",5
Basic Tap,Samara Seligsohn,4.8,14554.0,11:30 am,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",5
Adv Beg Jazz,Nancy Koch,4.8,14554.0,11:30 am,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",5
Figure 4 Trigger Point Stretch (Open),Lindsey Miller,4.8,14552.0,11:30 am,30,Pure Yoga,Upper West Side,"Flexibility, Balance, Arms, Yoga",9
Hot Vinyasa,Victoria G. Greene,4.8,6283.0,11:30 am,75,The Yoga Room,Astoria,"Flexibility, Balance, Arms, Yoga",9
Feldenkrais,Kira,4.3,2625.0,11:30 am,75,West End Health & Fitness,Upper West Side,Strength Training,3
Bike Rental,none,4.9,212.0,11:30 am,120,Unlimited Biking,Harlem,"Cardio, Cycling, Outdoors",5
PELOTON RESERVATION,PELOTON .,4.6,347.0,11:30 am,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
Bikram Yoga 90 min,Lissette Sanchez,4.6,498.0,11:30 am,90,Bikram Yoga Brooklyn,Bay Ridge,"Flexibility, Balance, Arms, Yoga",5
Gentle Yoga,Lynneve Berkowitz,4.7,98.0,11:30 am,75,Bhakti Barn Yoga,Glen Ridge,"Flexibility, Balance, Arms, Yoga",4
Warm Yin Yoga,Bina Beed,4.8,1195.0,11:30 am,60,Powerflow Yoga,Livingston,"Relaxation, Flexibility, Balance, Arms, Yoga",4
SLT ‰ÛÒ All Levels,Lesley Trenaman,4.8,54.0,11:30 am,50,SLT,Roslyn,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",11
Adult Cardio Dance,Eddie,none,#VALUE!,11:30 am,60,Zawacki Dance & Workout,,Dance,4
Community Acupuncture,Katherine Jaeger Smith,4.8,123.0,11:30 am,75,Love Integration Yoga,Long Branch,,4
Push Max,Catherine van Eyck,4.8,431.0,11:30 am,45,Push Fitness of Westchester,Mamaroneck,"Cycling, Pilates, Strength Training",2
WeFlowHard Vinyasa Yoga - 50 Minute Express,Angelica Wilson,4.8,2771.0,11:45 am,50,Y7 Studio,NoMad,"Relaxation, Flexibility, Balance, Arms, Yoga",8
BIKE THE BROOKLYN BRIGDE !,none,4.9,51.0,11:59 am,120,Unlimited Biking,Civic Center,"Cardio, Cycling, Outdoors",5
BIKE CENTRAL PARK !,none,4.9,212.0,11:59 am,120,Unlimited Biking,Harlem,"Cardio, Cycling, Outdoors",5
Kettlebell Training,Emily Bearden,4.8,4094.0,12:00 pm,60,Five Points Academy,SoHo,Strength Training,9
Vinyasa,"Kajuan Douglas, Founder",4.9,609.0,12:00 pm,60,Merge New York,SoHo,"Relaxation, Flexibility, Balance, Arms, Yoga",6
Fight Fit,Hansel Urena,4.5,1467.0,12:00 pm,50,UFC Gym,SoHo,Martial Arts,6
WeFlowHard Vinyasa Yoga,Leah Roth,4.8,33358.0,12:00 pm,60,Y7 Studio,SoHo,"Flexibility, Balance, Arms, Yoga",8
Boxing Express,Kenny,4.8,191.0,12:00 pm,50,Trifecta,Tribeca,Boxing,7
Pilates Mat,Grace S,4.8,13072.0,12:00 pm,45,Crunch Gym,Tribeca,"Flexibility, Balance, Core, Abs, Pilates",4
modelFIT Sculpt,Rahel Ghebremichael,4.8,12931.0,12:00 pm,60,modelFIT,NoLita,"Cardio, Strength Training",9
Bounce/Sculpt,Tiffani Robbins,4.8,6448.0,12:00 pm,60,FitHouse,Tribeca,"Cardio, Strength Training",7
WeFlowHard Vinyasa Yoga,Kathleen Howes,4.8,15495.0,12:00 pm,60,Y7 Studio,Tribeca,"Relaxation, Flexibility, Balance, Arms, Yoga",8
Signature II,Torrey/Casey Team Teaching,4.9,59396.0,12:00 pm,60,Physique 57,SoHo,"Flexibility, Balance, Core, Abs, Barre",12
Boxing (All Levels),Sonia 'JalapeÌ±o' Langlotz,4.8,6538.0,12:00 pm,55,WORK TRAIN FIGHT,NoHo,Boxing,8
SKY TING Yoga,Jason Olson,4.9,11627.0,12:00 pm,60,SKY TING,Lower East Side,"Flexibility, Balance, Arms, Yoga",11
Pure Empower,Kellie McKay,4.7,12826.0,12:00 pm,45,Pure Barre,Tribeca,"Flexibility, Balance, Core, Abs, Barre",8
Kryo Body,none,4.9,61.0,12:00 pm,30,Kollectiv,East Village,,21
Kryo Facial or Kryo Local,none,4.9,61.0,12:00 pm,30,Kollectiv,East Village,,21
Box+Flow,Miles Hill,4.8,13792.0,12:00 pm,50,Box + Flow,NoHo,"Flexibility, Balance, Arms, Yoga",9
Restorative Yoga + Yoga Nidra,Sho Higuchi,4.7,9506.0,12:00 pm,60,Sacred Sounds Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",4
Meditation + Focus,none,4.8,42.0,12:00 pm,30,DeRose Meditation,,,6
YOGA: Intermediate,Javier Vergara,4.7,6463.0,12:00 pm,75,Three Jewels,East Village,"Flexibility, Balance, Arms, Yoga",6
All Levels,Ira Ruiz,4.8,2276.0,12:00 pm,60,The Bhakti Center,Bowery,"Flexibility, Balance, Arms, Yoga",4
HOT BUTI,Kristin Costello,4.8,58.0,12:00 pm,45,B MVMNT,East Meadow,"Flexibility, Balance, Arms, Yoga",4
Bout the Fundamentals,Freddie Soto,4.9,5442.0,12:00 pm,60,Bout Fight Club,Financial District,"Cardio, Arms, Strength Training, Boxing",8
WeFlowHard Vinyasa Yoga,Jazmin Tejada,4.8,5141.0,12:00 pm,60,Y7 Studio,East Village,"Relaxation, Flexibility, Balance, Arms, Yoga",9
All Levels - Donation Based,Syama Masla,4.8,2781.0,12:00 pm,60,Stanton Street Yoga,Lower East Side,"Flexibility, Balance, Arms, Yoga",4
"Qigong For Upper Back, Shoulders, Neck, Arm & Wrist Pain (Union Square)",Jonathan Breshin,5.0,19.0,12:00 pm,45,Root of Movement Internal Arts,Union Square,"Martial Arts, Strength Training, Sports",8
Burn & Firm Pilates,Michelle W,4.6,4878.0,12:00 pm,45,Crunch Gym,Financial District,"Flexibility, Balance, Core, Abs, Pilates",4
WeFlowHard Vinyasa Yoga,Casey Anderson,4.9,26688.0,12:00 pm,60,Y7 Studio,Union Square,Yoga,8
Vinyasa | 2-3 + Restorative,Barbara Verrochi,4.8,3366.0,12:00 pm,90,The Shala Yoga House,Union Square,"Flexibility, Balance, Arms, Yoga",5
Illumina Flow,Susanna Harwood Rubin,4.8,633.0,12:00 pm,60,Illumina East,East Village,"Flexibility, Balance, Arms, Yoga",6
Flow,Rebecca Hajek,4.8,26750.0,12:00 pm,65,Yoga Vida,Greenwich Village,"Flexibility, Balance, Arms, Yoga",5
Jivamukti Open Level,Miya Signor,4.8,6656.0,12:00 pm,95,Jivamukti Yoga School NYC,Greenwich Village,"Flexibility, Balance, Arms, Yoga",9
Reformer All Levels,Xiomara R,4.8,5265.0,12:00 pm,60,Avea Pilates,West Village,"Flexibility, Balance, Core, Abs, Pilates",9
Barre,Cailyn O'Donnell,4.7,4200.0,12:00 pm,50,FitHouse,Union Square,"Flexibility, Balance, Core, Abs, Barre",8
Kettlebell and Core + FORTÌÜ,Joanna Castro,4.9,22310.0,12:00 pm,45,Body Space Fitness,Union Square,Strength Training,8
Bike Access,none,3.7,6.0,12:00 pm,60,The Cyclist Lab,,"Cardio, Cycling",8
Pilates Machine Class.,Katherine Rodriguez,4.7,21563.0,12:00 pm,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",10
Pilates Machine Class,Maryana Rudyk,4.7,21563.0,12:00 pm,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",15
Pilates Intense Machine',Azuri Jenkins,4.7,4753.0,12:00 pm,60,Pilates Habitat,Gramercy Park,"Flexibility, Balance, Core, Abs, Pilates",13
Pilates Machine Class',Cassie Washington,4.7,4753.0,12:00 pm,60,Pilates Habitat,Gramercy Park,"Flexibility, Balance, Core, Abs, Pilates",13
Reformer Sculpt,Debby Nugent,4.7,12740.0,12:00 pm,60,Core Pilates NYC,Flatiron,"Flexibility, Balance, Core, Abs, Pilates",13
Core Tower,Deb Troche,4.7,12740.0,12:00 pm,55,Core Pilates NYC,Flatiron,"Flexibility, Balance, Core, Abs, Pilates",9
Open Reformer/Tower,Sara Ciampa,4.7,8813.0,12:00 pm,60,Gramercy Pilates NYC,Gramercy Park,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",9
Mantra MED: Chant & Be Happy!,Briana Penzarella,4.8,40959.0,12:00 pm,30,Laughing Lotus,Flatiron,"Flexibility, Balance, Arms, Yoga",7
PEMF,none,none,#VALUE!,12:00 pm,30,OsteoStrong NYC,Flatiron,,18
Heated Flow,Nathan Lowry,4.8,14445.0,12:00 pm,65,Yoga Vida,DUMBO,"Flexibility, Balance, Arms, Yoga",10
Chisel,Angel O,4.7,14833.0,12:00 pm,45,Crunch Gym,Chelsea,Strength Training,6
Level 2/3,Julie Pasqual,4.8,17254.0,12:00 pm,75,Yogamaya New York,Chelsea,"Flexibility, Balance, Arms, Yoga",7
Pilates Lunch Express,Jessica H,4.8,21860.0,12:00 pm,45,BK Pilates,NoMad,"Flexibility, Balance, Core, Abs, Pilates",8
WeFlowHard Vinyasa Yoga,Kristin Stephens,4.8,33730.0,12:00 pm,60,Y7 Studio,Flatiron,"Relaxation, Flexibility, Balance, Arms, Yoga",7
BODY DERMABRASION,none,4.6,317.0,12:00 pm,45,Deify Laser + Beauty Lounge,Chelsea,Rowing,61
Muse,none,4.7,1338.0,12:00 pm,30,HACKD Fitness,Chelsea,"Relaxation, Meditation",7
Juvent Vibe Plate,none,4.7,1338.0,12:00 pm,30,HACKD Fitness,Chelsea,Sports recovery,4
NanoVi,none,4.7,1338.0,12:00 pm,30,HACKD Fitness,Chelsea,,4
Pilates Reformer: Express Power,Joanne Ambia,4.8,7008.0,12:00 pm,45,Just Like OM,NoMad,"Flexibility, Balance, Core, Abs, Pilates",7
"Inferno Hot Pilates: Mobb Deep, M.O.P, Rage Against The Machine",Sarah O'Donnell,4.8,5580.0,12:00 pm,60,YO BK Williamsburg,Williamsburg,Pilates,11
SKY TING Yoga,Theodora Miranne,4.9,7107.0,12:00 pm,60,SKY TING,Williamsburg,"Flexibility, Balance, Arms, Yoga",10
Bikram Hot Yoga 60,none,4.6,722.0,12:00 pm,60,Hot on Yoga,,"Flexibility, Balance, Arms, Yoga",8
Barre Xpress,Natalia Rodriguez,4.9,13959.0,12:00 pm,50,Xtend Barre,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Barre",9
Boot Camp,Alex Fell,5.0,10919.0,12:00 pm,60,Warrior Fitness Boot Camp,Williamsburg,Strength Training,10
BarreFrenzy,Bonnie Bushnell,4.6,375.0,12:00 pm,60,Balance. Yoga. Barre.,,"Flexibility, Balance, Core, Abs, Barre",6
Vinyasa Flow w/ Music,Lisa Anderson,4.5,8249.0,12:00 pm,45,YogaWorks,Brooklyn Heights,"Flexibility, Balance, Arms, Yoga",7
Body (PM),Danielle Barry,4.8,24357.0,12:00 pm,45,Solace,NoMad,"Cardio, Strength Training",8
Flow and Let Go,Lauren Hemley,4.8,1220.0,12:00 pm,75,Asana Soul Practice,Jersey City,Yoga,4
Pure Barre,Gillian Brett,4.9,16170.0,12:00 pm,50,Pure Barre,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",9
Unwind/Rewind [Intermediate | Reformer],Julie Olival,4.8,3188.0,12:00 pm,60,Physio Logic Pilates & Movement,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Pilates",9
Hot Power Hour,Susan Tee,4.8,5371.0,12:00 pm,60,Powerflow Yoga,Jersey City,"Flexibility, Balance, Arms, Yoga",4
All Flow,Jes Allen,4.8,3594.0,12:00 pm,60,Loom Yoga Center,Williamsburg,"Flexibility, Balance, Arms, Yoga",12
Classic 84 (Intermediate),Henry Winslow,4.8,1404.0,12:00 pm,120,Lighthouse Yoga School,Williamsburg,"Flexibility, Balance, Arms, Yoga",6
WeFlowHard Vinyasa Yoga,Sam Leonetti,4.9,31020.0,12:00 pm,60,Y7 Studio,Williamsburg,"Flexibility, Balance, Arms, Yoga",8
Gentle Flow | Earth Level,Janel DuRoss,4.7,3757.0,12:00 pm,60,Pavana Yoga,Hoboken,"Flexibility, Balance, Arms, Yoga",4
GOODTIMES FLOW,Mariel Reyes,4.8,1460.0,12:00 pm,65,Goodtimes Yoga,Williamsburg,"Flexibility, Balance, Arms, Yoga",6
Jewel Flow,Sara Kohler,4.7,2931.0,12:00 pm,60,Jewel City Yoga,Cobble Hill,"Flexibility, Balance, Arms, Yoga",5
Body Conditioning,Shelley Frankel,4.9,111.0,12:00 pm,90,Shelley Frankel Dance,Garment District,,6
Hot Vinyasa on the 3rd floor,none,4.8,3311.0,12:00 pm,60,Yoga to the People - 38th Street,Murray Hill,"Flexibility, Balance, Arms, Yoga",2
Lunchbox Yoga - Level 2,Djuna Passman,4.7,7675.0,12:00 pm,60,mang'Oh yoga,Murray Hill,"Flexibility, Balance, Arms, Yoga",5
