Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
WOD,Jim McDade,4.8,707,6:00 pm,60,CrossFit 212,Tribeca,Strength Training,11
Pure Barre Classic,Emily Chastain,4.7,"12,789",6:00 pm,50,Pure Barre,Tribeca,"Flexibility, Balance, Core, Abs, Barre",15
Cryo Injury,none,4.7,385,6:00 pm,30,Cryofuel,Tribeca,,15
Heated Flow,Rebecca Hajek,4.8,"35,366",6:00 pm,65,Yoga Vida,NoHo,"Flexibility, Balance, Arms, Yoga",8
Basics,Marisa Martin,4.8,"35,365",6:00 pm,65,Yoga Vida,NoHo,"Flexibility, Balance, Arms, Yoga",8
Unnata Aerial Yoga,Jordana Rubenstein-Edberg,4.7,"9,474",6:00 pm,75,Sacred Sounds Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga, Rowing",9
XTEND BARRE,Phoenix Kay,4.8,"8,985",6:00 pm,55,Xtend Barre,Tribeca,"Flexibility, Balance, Core, Abs, Barre",9
YOGA: Vinyasa,Henry Winslow,4.7,"6,447",6:00 pm,70,Three Jewels,East Village,"Flexibility, Balance, Arms, Yoga",5
Boxing- All Levels,Le McConnell,4.7,"2,900",6:00 pm,60,Church St Boxing,Tribeca,,8
Salsa - Beginner,Jimmy Anton,4.9,470,6:00 pm,60,Alpha Omega Theatrical Dance Company,Bowery,"Cardio, Flexibility, Balance, Dance",6
DEEP by BUTI,James Rose,4.8,52,6:00 pm,75,B MVMNT,East Meadow,"Flexibility, Balance, Arms, Yoga",4
Shine,Olga Kalman,4.8,500,6:00 pm,60,RA MA Institute New York,Lower East Side,"Flexibility, Balance, Arms, Yoga",5
"Usher ft. Lil Jon & Ludacris ""Yeah!""","Zack ""Ziggy Pop"" McFadden",4.8,"1,823",6:00 pm,60,DivaDance NYC @ 440 Studios,NoHo,Dance,5
Hip Hop Wednesdays Vinyasa Yoga,Alex Devolites,4.8,"5,088",6:00 pm,60,Y7 Studio,East Village,"Relaxation, Flexibility, Balance, Arms, Yoga",12
Led Primary Series (Advanced Level Ashtanga Yoga),Alex Schatzberg .,4.8,"1,775",6:00 pm,90,New Vibe Yoga,NoHo,"Flexibility, Balance, Arms, Yoga",9
Gotham Boxing,Claire Prince,4.9,"5,358",6:00 pm,45,Gotham Gym,West Village,"Cardio, Arms, Boxing",7
The Yoga Adjustment,Hannah A,4.6,"4,838",6:00 pm,60,Crunch Gym,Financial District,"Flexibility, Balance, Arms, Yoga",6
Int/Adv ISHTA Vinyasa,Cassandra Ferland,4.7,"7,172",6:00 pm,90,ISHTA Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",8
Flow,Amy Wolfe,4.8,"26,688",6:00 pm,65,Yoga Vida,Greenwich Village,"Flexibility, Balance, Arms, Yoga",8
Jivamukti Spiritual Warrior,Marion Mahima Jackson,4.8,"6,641",6:00 pm,60,Jivamukti Yoga School NYC,Greenwich Village,"Flexibility, Balance, Arms, Yoga",9
Reformer All Levels,Greg S,4.8,"5,190",6:00 pm,60,Avea Pilates,West Village,"Flexibility, Balance, Core, Abs, Pilates",15
Signature II,Brooke Naylor,4.9,"37,426",6:00 pm,60,Physique 57,Financial District,"Flexibility, Balance, Core, Abs, Barre",12
Alter G,AlterG Treadmill,4.9,"22,275",6:00 pm,45,Body Space Fitness,Union Square,"Cardio, Running",9
BFX PTC Lift,Daniel Mckenna,4.9,"40,061",6:00 pm,60,NYSC Lab (featuring BFX),Chelsea,Strength Training,16
Pilates Machine Class.,Cookie Vazquez,4.7,"21,547",6:00 pm,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",14
Jumpboard on the Reformer,Leeza Elmazi,4.7,"8,785",6:00 pm,60,Gramercy Pilates NYC,Gramercy Park,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",9
Heated Flow,Arlynn Shimizu,4.8,"14,397",6:00 pm,65,Yoga Vida,DUMBO,"Flexibility, Balance, Arms, Yoga",8
30/60/90 Classic,Peyton Royal,4.7,"10,334",6:00 pm,45,30/60/90,Flatiron,Strength Training,9
Hour L2,Danielle Harbord,4.8,"17,207",6:00 pm,60,Yogamaya New York,Chelsea,"Flexibility, Balance, Arms, Yoga",10
Hot Bikram 90,Paul Buschman,4.7,"15,855",6:00 pm,90,bode nyc,Flatiron,"Flexibility, Balance, Arms, Yoga",9
Dharma I | Beginner,Rashila DY RT Amin,4.7,"2,276",6:00 pm,60,Dharma Yoga New York Center,Flatiron,"Flexibility, Balance, Arms, Yoga",7
Basic Flow,Hedy Iankelevich,4.7,"6,235",6:00 pm,60,Reflections Yoga,Kips Bay,"Flexibility, Balance, Arms, Yoga",5
Adv. Beg. Hip Hop,TweetBoogie,4.8,"2,871",6:00 pm,90,PMT Dance Studio,Union Square,"Cardio, Flexibility, Balance, Dance",8
BODYATTACK,Marla,4.6,"7,444",6:00 pm,60,24 Hour Fitness,NoMad,Strength Training,6
Bikram Hot Yoga 60,none,4.6,703,6:00 pm,60,Hot on Yoga,,"Flexibility, Balance, Arms, Yoga",5
LOW FLOW POLE (Heels Optional),Zoe Buess-Watson,4.8,"4,520",6:00 pm,80,Foxy Fitness and Pole,Chelsea,"Cardio, Flexibility, Balance, Dance",6
"Adelante Studio - 25 W 31st St, 2nd Flr, NY, NY 10001",Kamani Jain,4.6,267,6:00 pm,60,Zumba Kam,Garment District,"Cardio, Flexibility, Balance, Dance",4
Soul Power,Patricia Luensmann,4.8,"1,206",6:00 pm,60,Asana Soul Practice,Jersey City,"Flexibility, Balance, Arms, Yoga",4
Free Base,Michael-Christopher,4.8,"1,876",6:00 pm,30,CRAG,Jersey City,"Arms, Cycling, Strength Training",4
Gentle Flow,Jes Allen,4.8,"3,585",6:00 pm,60,Loom Yoga Center,Williamsburg,"Flexibility, Balance, Arms, Yoga",9
"Adelante Studio - 25 W 31st St, 2nd Flr, NY, NY 10001",Kamani Daryanani,4.3,204,6:00 pm,55,Zumba Firecracker,Koreatown,"Cardio, Flexibility, Balance, Dance",4
LEGS AND GLUTES,Coach Bakes,4.9,"9,281",6:00 pm,60,WRKNYC,Murray Hill,Strength Training,9
Underground Boxing,Delen,4.9,"24,124",6:00 pm,45,Overthrow Boxing Club,Williamsburg,"Cardio, Arms, Boxing",10
Reformer: Jump Board (S 1st),Annie Rodriguez,4.8,"27,817",6:00 pm,55,East River Pilates,Williamsburg,"Flexibility, Balance, Core, Abs, Pilates",9
Floor Play,Whitley Locks,4.9,"12,274",6:00 pm,55,JANE DO,Jersey City,"Arms, Strength Training",5
The Ride,Michelle L,4.7,"6,424",6:00 pm,45,Crunch Gym,Garment District,"Cardio, Cycling",6
Pre-Natal/Women,Lydia Wei,4.8,"3,496",6:00 pm,75,Jivamukti Yoga Jersey City,Jersey City,"Prenatal, Flexibility, Balance, Arms, Yoga",3
Pilates Mat - Open Level,Shauna Jenkisson,4.8,"1,967",6:00 pm,55,Project Pilates,Jersey City,"Flexibility, Balance, Core, Abs, Pilates",7
Soul Power,Patrick McLaughlin,4.9,"4,005",6:00 pm,60,Asana Soul Practice,Hoboken,"Flexibility, Balance, Arms, Yoga",5
CoreAlign,Colin Shea Denniston,4.6,"12,120",6:00 pm,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",9
Mat Pilates Plus,Sam Hay,4.6,"12,120",6:00 pm,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",7
Adult: Beginner Pilates,Blossom *Leilani Crawford,4.8,"5,590",6:00 pm,60,Mark Morris Dance Center,Fort Greene,"Flexibility, Balance, Core, Abs, Pilates",10
Bikram Yoga 90,Sara Corenzwit,4.9,943,6:00 pm,90,YO BK,,Yoga,5
Kickboxing,none,4.9,"7,329",6:00 pm,50,CKO Kickboxing,Park Slope,"Cardio, Arms, Boxing",5
MPR Semi Private Foundation Class,Allie Manzi,4.8,"1,072",6:00 pm,45,MPR Fitness,Midtown East,"Cardio, Strength Training, Barre",8
Deep Reformer with Corrie,Corrie Farbstein,4.8,613,6:00 pm,60,212 Pilates,Midtown,Pilates,12
Tower,Libby Mayward,4.9,"4,759",6:00 pm,60,Aline Pilates,Cobble Hill,"Flexibility, Balance, Core, Abs, Pilates",9
WOD,Carolyn Trafford,4.9,555,6:00 pm,60,Brazen Athletics,Hoboken,,5
Lucent Yoga,Marissa Maislen,4.9,"4,179",6:00 pm,65,Lucent Yoga,Greenpoint,"Flexibility, Balance, Arms, Yoga",8
Rock'n'Row!,Garrett Roberts,5,"2,418",6:00 pm,60,GoRow,Hoboken,"Cardio, Arms, Core, Abs, Rowing",7
Hot Bikram 90,Maja Wampuszyc,4.7,"4,971",6:00 pm,90,bode nyc,Hell's Kitchen,"Flexibility, Balance, Arms, Yoga",9
Reformer All Levels,Renata S,4.7,599,6:00 pm,60,BK Pilates,Williamsburg,Pilates,9
OUTF.I.I.T,Juan,4.8,"1,043",6:00 pm,60,Outbreak Fitness,Williamsburg,,9
Hot Pilates,Tanya Mgrdechian,4.8,"6,925",6:00 pm,55,The Yoga Room,Long Island City,"Flexibility, Balance, Core, Abs, Pilates",9
SCULPT - Total Body,Melissa Yan,4.9,"2,583",6:00 pm,60,Beyond Movement Fitness,Long Island City,"Strength Training, Barre",7
Exclusive Group BootCamp 316 E53rd.st,tracie hendricks,4.7,664,6:00 pm,30,EvolveFitness NYC,Midtown East,Strength Training,9
Cycle,Jen,4.5,"6,303",6:00 pm,60,24 Hour Fitness,Midtown East,"Cardio, Cycling",6
Kickboxing,none,4.9,"2,931",6:00 pm,50,CKO Kickboxing,Carroll Gardens,"Cardio, Arms, Boxing",6
Tower Class,Stephanie West,4.7,"9,168",6:00 pm,60,Power Pilates,Midtown East,"Pilates, Barre",8
"B.L.T. Butt, Legs & Thighs",Danelle R,4.7,"9,164",6:00 pm,45,Crunch Gym,Midtown,Strength Training,5
BodyPump,Hana,4.4,256,6:00 pm,60,Sevenbell Fitness,Prospect Heights,,7
Barre Bootcamp,Michelle W,4.7,"7,083",6:00 pm,30,Crunch Gym,Park Slope,"Flexibility, Balance, Core, Abs, Barre",5
HAIL Interval Training,Chris Keyloun,4.9,"6,305",6:00 pm,60,ICE NYC,Upper East Side,Strength Training,9
Krav Maga - Brooklyn,Markus Anderson,4.6,352,6:00 pm,60,Krav Maga Experts,Union Square,Martial Arts,16
Cardio Dance Party,Amen-Ra Ptah,4.5,371,6:00 pm,60,24 Hour Fitness,Jersey City,"Cardio, Flexibility, Balance, Dance",4
Legs and BUTT: ROW 50,Tianni Davis,4.9,"11,399",6:00 pm,50,EAST END ROW,Upper East Side,,9
COMING SOON,HIIT INSTRUCTOR,4.6,140,6:00 pm,60,The JC HIIT Club,Jersey City,,6
HIIT CORE AND CARDIO DEVELOPMENT,HIIT INSTRUCTOR,4.6,140,6:00 pm,60,The JC HIIT Club,Jersey City,Strength Training,6
Ab Attack,Fabian C,4.8,"9,926",6:00 pm,30,Crunch Gym,Upper East Side,"Cardio, Strength Training",7
Pole Exxxotica,none,4.6,30,6:00 pm,60,Femme Body Fitness,Union City,"Cardio, Flexibility, Balance, Dance",1
Vinyasa,Lisette Cheresson,4.8,"9,365",6:00 pm,75,Daya Yoga Studio,Bushwick,"Flexibility, Balance, Arms, Yoga",4
PreNatal Yoga,Sarah Guffey,4.8,"4,372",6:00 pm,60,Momentum Fitness,Upper West Side,"Prenatal, Flexibility, Balance, Arms, Yoga",9
Kickboxing (Foundations),Ghass Tabbel,4.7,598,6:00 pm,60,Valor Mixed Martial Arts,Upper West Side,,6
Hot Bikram 90,Kathryn Leary,4.7,"7,421",6:00 pm,90,bode nyc,Upper West Side,"Flexibility, Balance, Arms, Yoga",9
YogaWorks 1-2,Stephanie Ervin,4.6,"6,535",6:00 pm,75,YogaWorks,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
Strength & Stretch,April Frazier,4.9,"1,174",6:00 pm,50,Fit4Dance,Crown Heights,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Barre",4
Exhale Flow Yoga,Veronica Farje (Yoga),4.8,"30,837",6:00 pm,60,exhale,Upper East Side,"Flexibility, Balance, Arms, Yoga",11
Dynamic Flow,Agnes Obratanska,4.8,143,6:00 pm,75,unit 108 yoga,,"Flexibility, Balance, Arms, Yoga",5
Signature II,Jason LaVallee,4.8,"50,147",6:00 pm,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",12
Beg Tap,Ali Dietz,4.8,"14,499",6:00 pm,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",5
Figure 4 Barre (Open),Christina Ilisije,4.8,"14,518",6:00 pm,60,Pure Yoga,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",11
Gym Time,none,4.6,"12,924",6:00 pm,120,Crunch Gym,Upper East Side,,3
Pure Barre,Gracie Brletic,4.8,"15,858",6:00 pm,50,Pure Barre,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",11
Hip Hop Wednesdays Vinyasa Yoga,Pamela Martin,4.8,"47,910",6:00 pm,60,Y7 Studio,Upper East Side,"Flexibility, Balance, Arms, Yoga",12
Hot Bikram 90,Joseph Encinia,4.8,"10,111",6:00 pm,90,bode nyc,Upper East Side,"Flexibility, Balance, Arms, Yoga",9
EXCEED: The Workout,Skylar Boykin,4.8,"21,521",6:00 pm,50,Exceed Physical Culture,Upper East Side,Strength Training,10
Tower Class,Solange Camacho,4.7,467,6:00 pm,60,Nexa Pilates and Fitness,,"Flexibility, Balance, Core, Abs, Pilates",8
Kickboxing,Mario Marin,4.9,"1,149",6:00 pm,60,Red Planet Muay Thai,Bedford-Stuyvesant,"Cardio, Arms, Boxing",4
XTEND BARRE STICK,Carly Greenstein,4.8,"8,985",6:30 pm,55,Xtend Barre,Tribeca,"Flexibility, Balance, Core, Abs, Rowing, Barre",9
Intro & Conditioning,Michael Goldstein,4.7,101,6:30 pm,30,New York Capoeira Center,Lower East Side,Martial Arts,3
Bout the Original,Krudner Fiote JR,4.9,"5,416",6:30 pm,60,Bout Fight Club,Financial District,Boxing,8
Bout the Beginner Spar,Freddie Soto,4.9,"5,416",6:30 pm,60,Bout Fight Club,Financial District,Boxing,8
Bikram Yoga,Elena Makarova,none,none,6:30 pm,90,YogaCare,Lower Manhattan,"Flexibility, Balance, Arms, Yoga",9
Cyc45,Cailin Lorence,4.8,"42,138",6:30 pm,45,Cyc Fitness,NoHo,"Cardio, Cycling",13
Open Level Vinyasa Yoga Class,Tara,4.9,127,6:30 pm,60,Equanimity Yoga NYC,East Village,"Flexibility, Balance, Arms, Yoga",4
Flywheel: Method 45,Cedric Green,4.9,"76,941",6:30 pm,45,Flywheel Sports: Stadium Cycling,East Village,"Cardio, Cycling",14
Warm Vinyasa,Jana Hicks,4.9,775,6:30 pm,75,Now Yoga,East Village,"Flexibility, Balance, Arms, Yoga",5
barre3,Allie Juneau,4.8,"34,495",6:30 pm,60,barre3,West Village,"Flexibility, Balance, Core, Abs, Barre",10
Dodgeball @ UES - 408 E 82nd St,Ari,4.6,23,6:30 pm,70,Sandlot Sports,Greenwich Village,Sports,6
Diesel,Angel O,4.6,"4,838",6:30 pm,45,Crunch Gym,Financial District,Strength Training,6
Int. Run + Bodyweight / Core Strength,Matty Maggiacomo,4.8,"2,306",6:30 pm,45,Peloton Tread Studio,West Village,,10
Ashtanga | Half Primary/Half Intermediate 2-3,Sherry Russell,4.8,"3,362",6:30 pm,90,The Shala Yoga House,Union Square,"Flexibility, Balance, Arms, Yoga",5
Illumina Flow,Rian Bodner,4.8,630,6:30 pm,60,Illumina East,East Village,"Flexibility, Balance, Arms, Yoga",6
Cardio Sweat Party,Michele Gordon,4.7,"3,322",6:30 pm,50,Nimble Fitness,Union Square,"Cardio, Strength Training, Barre",9
be-ginner GYROTONIC Tower Class,Helen Cahill,4.8,"14,078",6:30 pm,60,Body Evolutions NYC,East Village,"Flexibility, Balance, Core, Abs, Pilates",9
Signature II,Adam Dickerson,4.9,"37,426",6:30 pm,60,Physique 57,Financial District,"Flexibility, Balance, Core, Abs, Barre",12
HIIT,Jay Mark,4.7,"4,087",6:30 pm,50,FitHouse,Union Square,"Cardio, Strength Training",13
Body Pump Les Mills,Dima Sorokin,4.6,"4,231",6:30 pm,60,CompleteBody,Financial District,Strength Training,10
Spin,Jeff B,4.6,"4,231",6:30 pm,45,CompleteBody,Financial District,"Cardio, Cycling",8
CBXT 10 Hanover,Jacqueline Jamiel,4.8,"12,504",6:30 pm,45,CBXT,Financial District,Strength Training,7
Body Camp: SWEAT,Ava Fagin,4.9,"22,275",6:30 pm,60,Body Space Fitness,Union Square,Strength Training,9
Cyc45,Tom Hamlett,4.8,"37,019",6:30 pm,45,Cyc Fitness,Chelsea,"Cardio, Cycling",12
Mind Body Bootcamp,Brian Delmonico,4.8,"16,890",6:30 pm,50,Circuit of Change - Union Square,Union Square,Strength Training,10
SHAKTIBARRE,Hannah Wray,4.9,354,6:30 pm,55,SHAKTIBARRE,DUMBO,Barre,8
SWERVE RIDE,Jason Tran,4.8,"36,175",6:30 pm,43,SWERVE Fitness,Flatiron,"Cardio, Cycling",15
Dance Mixx,Alex Lance,4.6,821,6:30 pm,60,Jazzercise,Flatiron,"Cardio, Flexibility, Balance, Strength Training, Dance",5
Signature FHIX,Dennys Lozada,4.9,"36,703",6:30 pm,50,The Fhitting Room,Flatiron,Strength Training,22
Lotus Flow,Spring Cooper,4.8,"40,856",6:30 pm,90,Laughing Lotus,Flatiron,"Flexibility, Balance, Arms, Yoga",6
SHADOWBOX - STANDARD,Brendan,4.9,"8,116",6:30 pm,45,Shadowbox,Flatiron,"Cardio, Arms, Boxing",18
SHADOWBOX - STANDARD,Sam,4.9,"3,622",6:30 pm,45,Shadowbox,DUMBO,"Cardio, Arms, Boxing",18
Flow + Let Go,Dina Ivas,4.8,"14,397",6:30 pm,65,Yoga Vida,DUMBO,"Flexibility, Balance, Arms, Yoga",8
Flywheel: Power 45,Adam Wasserman,4.8,"50,974",6:30 pm,45,Flywheel Sports: Stadium Cycling,Chelsea,"Cardio, Cycling",14
bodyART,bodyART Team,4.8,"6,963",6:30 pm,60,Limelight Fitness,Flatiron,"Cardio, Flexibility, Balance, Arms, Yoga, Martial Arts, Strength Training",9
SLIDE,Janeil Mason,4.8,"10,681",6:30 pm,50,Brrrn,Flatiron,"Pilates, Strength Training",14
Exhale Barre,Kate Havlicek,4.8,"38,129",6:30 pm,55,exhale,Flatiron,"Flexibility, Balance, Core, Abs, Barre",11
CHAISE BandsSculpt,Sandra Partyka,4.8,"10,368",6:30 pm,55,ChaiseFitness,Flatiron,"Cardio, Strength Training",12
Charging Practice | w Sri Dharma Mittra | All Levels,Dharma Mittra Mittra,4.7,"2,276",6:30 pm,75,Dharma Yoga New York Center,Flatiron,"Flexibility, Balance, Arms, Yoga",7
Open Level (PMT Dance Studio),Chelsea Rose,4.7,347,6:30 pm,60,Lastics Stretch Technique,Flatiron,,6
Open Lastics Stretch,Chelsea Amaroso,4.8,"2,871",6:30 pm,60,PMT Dance Studio,Union Square,,5
Cycle,Wanda,4.6,"7,444",6:30 pm,45,24 Hour Fitness,NoMad,"Cardio, Cycling",7
Vinyasa Yoga: FLOW + FLY,James McCracken,4.8,"6,963",6:30 pm,60,Just Like OM,NoMad,"Flexibility, Balance, Arms, Yoga",7
trampoLEAN Total Body Burn,Louis Coraggio,4.7,"10,514",6:30 pm,55,trampoLEAN,Chelsea,Strength Training,9
Salsa Academy Level 1 & 2,Nelson Flores,4.7,455,6:30 pm,60,ABSolutions Fitness and Dance,NoMad,"Cardio, Flexibility, Balance, Dance",5
Hot Vinyasa,Riji Suh,4.8,"5,566",6:30 pm,75,YO BK Williamsburg,Williamsburg,Yoga,5
Open/Intermediate Reformer,Bianca Falco,4.8,"13,355",6:30 pm,55,Brooklyn Heights Pilates,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Pilates",12
SKY TING Yoga,Grace Dubery,4.9,"7,077",6:30 pm,60,SKY TING,Williamsburg,"Flexibility, Balance, Arms, Yoga",11
Krav Maga Level 1,Jay Lee,4.9,"3,486",6:30 pm,60,Krav Maga Academy,Chelsea,Martial Arts,5
Reformer: Advanced (Broadway),Yunny Bisserette,4.9,"5,758",6:30 pm,55,East River Pilates,Williamsburg,"Flexibility, Balance, Core, Abs, Pilates",9
Intro Aerobox,Michael Olajide,4.8,"4,292",6:30 pm,45,Aerospace High Performance Center,Chelsea,"Cardio, Arms, Boxing",8
AeroImpact,Teddy Singleton,4.8,"4,292",6:30 pm,60,Aerospace High Performance Center,Chelsea,"Cardio, Arms, Boxing",10
Acrobatics for Pop Action,Julia Karis,4.9,"3,180",6:30 pm,90,STREB @ S.L.A.M,Williamsburg,Strength Training,4
RUN CLUB,Cait Kolibas,4.9,"1,451",6:30 pm,60,Bum Pilates,Hoboken,Pilates,5
Some Like it Hot,Kirra M.,4.9,"13,027",6:30 pm,60,Heatwise,Brooklyn Heights,"Relaxation, Flexibility, Balance, Arms, Yoga",15
Bar Method,Mariana Dorrington,4.9,"9,786",6:30 pm,60,The Bar Method,Hoboken,"Flexibility, Balance, Core, Abs, Rowing, Barre",8
Prenatal + Postnatal Yoga,Melissa Nwokah,4.9,"3,915",6:30 pm,60,The Hudson Yoga Project,Hoboken,"Prenatal, Flexibility, Balance, Arms, Postnatal, Yoga",5
Strength Training: Total Body,Lariscy Walker,4.8,"7,124",6:30 pm,45,Structure Personal Fitness: Murray Hill,Kips Bay,"Arms, Strength Training",11
Boot Camp,Alex Fell,5,"10,899",6:30 pm,60,Warrior Fitness Boot Camp,Williamsburg,Strength Training,12
Party On A Bike,Alexa D,4.8,"12,580",6:30 pm,45,Prime Cycle,Hoboken,"Cardio, Cycling",8
Power LAB,Mitch Winters,4.7,20,6:30 pm,60,Session,Williamsburg,Strength Training,12
YogaWorks 1,Jocelyn Casey-Whiteman,4.5,"8,234",6:30 pm,60,YogaWorks,Brooklyn Heights,"Flexibility, Balance, Arms, Yoga",8
Vinyasa Flow 2 w/ Music,Gabrielle Johnson,4.5,"8,234",6:30 pm,75,YogaWorks,Brooklyn Heights,"Flexibility, Balance, Arms, Yoga",8
Pure Barre,Norby Duran,4.9,"16,122",6:30 pm,50,Pure Barre,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",24
Tempo Combo,Sage DoVale,5,361,6:30 pm,50,Vita Athletics,,"Cardio, Strength Training, Rowing, Barre",4
[Level 1] Vinyasa Flow @ Keystone,AiM Instructor,4.5,94,6:30 pm,55,AiM Wellness NYC,Garment District,"Flexibility, Balance, Arms, Yoga",6
Pre/Postnatal,Zuri Ruiz,4.7,694,6:30 pm,75,Michelle Timek Yoga,Jersey City,"Prenatal, Flexibility, Balance, Arms, Yoga",3
Vinyasa Yoga (Open Level),Aviad Sasi,4.8,"1,397",6:30 pm,90,Lighthouse Yoga School,Williamsburg,"Flexibility, Balance, Arms, Yoga",7
Flywheel: Method 45,Ana Yanez,4.9,"41,769",6:30 pm,45,Flywheel Sports: Stadium Cycling,Williamsburg,"Cardio, Cycling",15
Bar Express,Paige Hackworth,4.9,"9,760",6:30 pm,45,The Bar Method,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",10
Ringwork,Dan Halen,4.9,"24,124",6:30 pm,45,Overthrow Boxing Club,Williamsburg,"Cardio, Arms, Boxing",9
Kettlebell to the core,Penina Littman,4.9,"3,768",6:30 pm,45,Everlast Lab,Hoboken,Strength Training,6
Bar Express,Leah Garvey,4.8,"18,868",6:30 pm,45,The Bar Method,Cobble Hill,"Flexibility, Balance, Core, Abs, Barre",15
Open Flow,Megan Cuzzolino,4.7,"2,919",6:30 pm,75,Jewel City Yoga,Cobble Hill,"Flexibility, Balance, Arms, Yoga",5
"Midtown: ""Trini Dem Girls"" - Nicki Minaj Dance Class / Pearl Studios 500 Eighth Ave, 3rd Floor",Byron Kacey,4.7,"8,605",6:30 pm,60,Banana Skirt Productions,Garment District,Dance,6
"@500 3fl: M Dance Cardio TONE at Pearl 500 8th Ave, 3fl bet 35 & 36",Megan Kolb,4.6,"1,779",6:30 pm,60,M Dance & Fitness,Garment District,"Cardio, Flexibility, Balance, Dance",8
Total Body Circuit,Kim Jeblick,4.6,377,6:30 pm,30,Maximum Motion Fitness,Jersey City,"Cardio, Strength Training",4
Circuit - Foundations,Tyler Brown,4.7,"12,003",6:30 pm,60,Brooklyn Athletic Club,Williamsburg,Strength Training,6
Definiton - Glutes & Abs,John Fredericks,4.7,"12,003",6:30 pm,30,Brooklyn Athletic Club,Williamsburg,,7
Water Bootcamp,Sarah Mahmoud,4.6,"1,313",6:30 pm,55,Hamilton Health & Fitness,Jersey City,Barre,7
IM=X Xercizer,Brianna Anderson,4.7,"3,529",6:30 pm,50,IMX Pilates,Murray Hill,"Flexibility, Balance, Core, Abs, Pilates",9
Springboard: Cardio + Condition (N 11th),Brian Spencer,4.8,"4,644",6:30 pm,55,East River Pilates,Williamsburg,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",9
Pure Barre,Aubrey Pritchett,4.9,"6,219",6:30 pm,50,Pure Barre,Greenpoint,"Flexibility, Balance, Core, Abs, Barre",9
KILLER BODIES : HIIT BOOTCAMP,Meliza Fernandez,4.9,"5,333",6:30 pm,55,Killer Bodies,Garment District,Strength Training,7
Mixed Level Pole **MINIMUM: BEGINNER LEVEL**,Casey Leigh Jordan,4.9,"2,472",6:30 pm,75,IncrediPole,Greenpoint,"Cardio, Flexibility, Balance, Dance",9
Pole Choreo *NOT FOR INTRO STUDENTS*,Anna Grundstrom,4.9,"2,472",6:30 pm,75,IncrediPole,Greenpoint,"Cardio, Flexibility, Balance, Dance",9
SOCA-N-WET,Nkenge S,4.8,"9,023",6:30 pm,45,Crunch Gym,Fort Greene,,4
SHAKTIBARRE,Joanna Wronska,4.9,"18,014",6:30 pm,55,SHAKTIBARRE,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",8
Adult: Intermediate Belly Dance,Arianna al Tiye,4.8,"5,590",6:30 pm,90,Mark Morris Dance Center,Fort Greene,"Cardio, Flexibility, Balance, Dance",4
Buti Yoga,Lisa M,4.8,"5,795",6:30 pm,60,JC Barre,Jersey City,Yoga,4
CARDIO(YOGA)BURN,Lauren Robinson,4.7,426,6:30 pm,50,BurnStrong,,"Cardio, Yoga, Strength Training",6
Train Jane,Lauren Bell,4.9,"9,891",6:30 pm,45,Jane DO,Hoboken,"Cardio, Flexibility, Balance, Arms, Strength Training, Dance",6
SWERVE RIDE,Dyan Tsiumis,4.9,"37,008",6:30 pm,43,SWERVE Fitness,Midtown,"Cardio, Cycling",15
SLT â€“ All Levels,Cait Flood,4.9,264,6:30 pm,50,SLT,Hoboken,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",12
Vinyasa Open,Mandee Matos,4.8,574,6:30 pm,75,Devi Collective,Greenpoint,"Flexibility, Balance, Arms, Yoga",5
Sattva Flow Level 1,Melie Purdon,4.9,493,6:30 pm,60,Sattva Yoga Jersey City,Jersey City,"Flexibility, Balance, Arms, Yoga",3
Salsa Level 1,Meagan Larkin,4.8,455,6:30 pm,90,Nieves Latin Dance Studio,Williamsburg,"Cardio, Flexibility, Balance, Dance",5
Crank Power (LIC),Pilar T,4.7,"2,946",6:30 pm,45,Crank Cycling Studio,Long Island City,"Cardio, Cycling",7
Vinyasa Flow,Victoria G. Greene,4.8,"6,925",6:30 pm,90,The Yoga Room,Long Island City,"Flexibility, Balance, Arms, Yoga",12
Exclusive Group BootCamp 316 E53rd.st,tracie hendricks,4.7,664,6:30 pm,30,EvolveFitness NYC,Midtown East,Strength Training,9
SPINCORE FLIGHT,Chelsea Ennis,4.8,772,6:30 pm,45,Workout Factory,Long Island City,"Core, Cycling",7
